x,y
5,0.5627696629213483
6,0.5758651685393259
7,0.5936966292134831
8,0.590567415730337
9,0.5981516853932585
10,0.605752808988764
11,0.6099325842696629
12,0.6112696629213483
13,0.6142977528089887
14,0.6178089887640449
15,0.6146966292134831
16,0.619376404494382
17,0.6206011235955056
18,0.6183426966292135
19,0.6251179775280898
20,0.6231685393258427
21,0.6223426966292135
22,0.623567415730337
23,0.6236629213483146
24,0.6251629213483146
25,0.6234269662921348
26,0.6261404494382021
27,0.6238202247191011
28,0.6258202247191011
29,0.6270337078651685
30,0.6260224719101123
31,0.6277696629213483
32,0.6281629213483145
33,0.6279662921348315
34,0.6274213483146067
35,0.6281348314606742
36,0.6267808988764044
37,0.6284269662921348
38,0.6296123595505618
39,0.6290505617977529
40,0.6285
41,0.6287865168539326
42,0.6285168539325842
43,0.6288539325842697
44,0.6296685393258427
45,0.6291123595505617
46,0.6286516853932584
47,0.629494382022472
48,0.6287808988764044
49,0.6284662921348314
50,0.6300449438202247
51,0.6290786516853933
52,0.630629213483146
53,0.6300112359550561
54,0.6293426966292134
55,0.6293370786516853
56,0.6291179775280898
57,0.6291966292134832
58,0.6292022471910113
59,0.6304550561797753
60,0.6298595505617978
61,0.6294494382022472
62,0.6297415730337078
63,0.6300393258426966
64,0.6303820224719101
65,0.6308988764044944
66,0.6304494382022472
67,0.6299269662921348
68,0.6299943820224719
69,0.6302415730337079
70,0.6297415730337079
71,0.6298595505617978
72,0.6298651685393258
73,0.6298314606741573
74,0.6306179775280899
75,0.6307359550561797
76,0.6300955056179776
77,0.630691011235955
78,0.6302752808988764
79,0.6298426966292134
80,0.6301966292134832
81,0.6294719101123596
82,0.629820224719101
83,0.6295674157303371
84,0.6308314606741573
85,0.6297022471910112
86,0.6305449438202246
